"CODE" "PLOT" "BLOCK" "TREAT" "SPEC" "SP_CODE" "LIFE.FORM" "BASAL_A" "HEIGHT_M" "LEAVES" "TRUNK" "WEIGHT"
"927" "w1g3p3" "P3" "WG3" "CONTROL" "Mikania micrantha" "mikami" "vine" NA NA 5.815 NA 5.815
"928" "w1g3p3" "P3" "WG3" "CONTROL" "Costus speciosus" "costsp" "herb" NA NA 0.475 1.525 2
"929" "w1g3p3" "P3" "WG3" "CONTROL" "Piper aduncum" "pipead" "tree" NA NA NA 0.225 0.225
"930" "w1g3p3" "P3" "WG3" "CONTROL" "Homalanthus novoguineensis" "homano" "tree" 3.8 3.5 0.6 NA 0.6
"931" "w1g3p3" "P3" "WG3" "CONTROL" "Synedrella nodiflora" "syneno" "herb" NA NA 1.4 NA 1.4
"932" "w1g3p3" "P3" "WG3" "CONTROL" "Ageratum conyzoides" "agerco" "herb" NA NA 0.06743 NA 0.06743
"933" "w1g3p3" "P3" "WG3" "CONTROL" "Macaranga fallacina" "macafa" "tree" NA NA 0.02521 0.02411 0.04932
"934" "w1g3p3" "P3" "WG3" "CONTROL" "Macaranga aleurotoides" "macaal" "tree" NA NA 0.01207 0.02171 0.03378
"935" "w1g3p3" "P3" "WG3" "CONTROL" "Endospermum labios" "endola" "tree" NA NA 0.03081 0.03887 0.06968
"936" "w1g3p3" "P3" "WG3" "CONTROL" "Passiflora foetida" "passfo" "vine" NA NA 0.01408 NA 0.01408
"937" "w1g3p3" "P3" "WG3" "CONTROL" "Ichnanthus vicinus" "ichnvi" "herb" NA NA 0.03605 NA 0.03605
"938" "w1g3p3" "P3" "WG3" "CONTROL" "Piper betle" "pipebe" "vine" NA NA 0.00923 NA 0.00923
"939" "w1g3p3" "P3" "WG3" "CONTROL" "Trichospermum pleiostigma" "tricpl" "tree" NA NA 0.03811 0.05503 0.09314
"940" "w1g3p3" "P3" "WG3" "CONTROL" "Paspalum conjugatum" "paspco" "grass" NA NA 0.0362 NA 0.0362
"941" "w1g3p3" "P3" "WG3" "CONTROL" "Ficus copiosa" "ficucp" "tree" NA NA 0.11757 0.08693 0.2045
"942" "w1g3p3" "P3" "WG3" "CONTROL" "Dendrocnide sp. 1" "dends1" "tree" NA NA 0.05758 0.05667 0.11425
"943" "w1g3p4" "P4" "WG3" "FUNGICIDE" "Ageratum conyzoides" "agerco" "herb" NA NA 0.81 NA 0.81
"944" "w1g3p4" "P4" "WG3" "FUNGICIDE" "Paspalum conjugatum" "paspco" "grass" NA NA 0.59 NA 0.59
"945" "w1g3p4" "P4" "WG3" "FUNGICIDE" "Trichospermum pleiostigma" "tricpl" "tree" NA NA 0.00446 0.01211 0.01657
"946" "w1g3p4" "P4" "WG3" "FUNGICIDE" "Ichnanthus vicinus" "ichnvi" "herb" NA NA 0.02346 NA 0.02346
"947" "w1g3p4" "P4" "WG3" "FUNGICIDE" "Sida rhombifolia" "sidarh" "herb" NA NA 0.1084 0.02766 0.13606
"948" "w1g3p4" "P4" "WG3" "FUNGICIDE" "Piptrus argenteus" "piptar" "tree" 61.87 4.13 13.02 29.345 42.365
"949" "w1g3p4" "P4" "WG3" "FUNGICIDE" "Melanolepis multiglandulosa" "melamu" "tree" 22.2 3.9 2.485 6.145 8.63
"950" "w1g3p4" "P4" "WG3" "FUNGICIDE" "Ficus copiosa" "ficucp" "tree" 1.77 3.5 0.295 0.46 0.755
"951" "w1g3p4" "P4" "WG3" "FUNGICIDE" "Ficus congesta" "ficuco" "tree" 2.84 4 0.59 0.855 1.445
"952" "w1g3p4" "P4" "WG3" "FUNGICIDE" "Mikania micrantha" "mikami" "vine" NA NA 9.67 NA 9.67
"953" "w1g3p4" "P4" "WG3" "FUNGICIDE" "Synedrella nodiflora" "syneno" "herb" NA NA 7.875 NA 7.875
"954" "w1g3p5" "P5" "WG3" "INSECTICIDE" "Artocarpus communis" "artoco" "tree" NA NA 0.0102 0.0178 0.028
"955" "w1g3p5" "P5" "WG3" "INSECTICIDE" "Piper umbellatum" "pipeum" "tree" NA NA 0.12709 0.19066 0.31775
"956" "w1g3p5" "P5" "WG3" "INSECTICIDE" "Paspalum sp. 1" "pasps1" "grass" NA NA 0.29 NA 0.29
"957" "w1g3p5" "P5" "WG3" "INSECTICIDE" "Solanum sp. 1" "solas1" "herb" NA NA 0.00721 0.04551 0.05272
"958" "w1g3p5" "P5" "WG3" "INSECTICIDE" "Piptrus argenteus" "piptar" "tree" 144.49 3.83 32.18 76.915 109.095
"959" "w1g3p5" "P5" "WG3" "INSECTICIDE" "Mikania micrantha" "mikami" "vine" NA NA 4.485 NA 4.485
"960" "w1g3p5" "P5" "WG3" "INSECTICIDE" "Breynia cernua" "breyce" "shrub" NA NA 0.0079 0.235 0.2429
"961" "w1g3p5" "P5" "WG3" "INSECTICIDE" "Ipomea batata" "ipomba" "vine" NA NA 2.76 NA 2.76
"962" "w1g3p5" "P5" "WG3" "INSECTICIDE" "Sorghum propinquum" "sorgpr" "grass" NA NA 1.51 5.105 6.615
"963" "w1g3p5" "P5" "WG3" "INSECTICIDE" "Paspalum conjugatum" "paspco" "grass" NA NA 1.155 NA 1.155
"964" "w1g3p6" "P6" "WG3" "PREDATOR" "Cyperus involucratus" "cyphin" "sedge" NA NA 0.10279 NA 0.10279
"965" "w1g3p6" "P6" "WG3" "PREDATOR" "Barringtonia sp.1" "barrs1" "tree" NA NA 0.01522 NA 0.01522
"966" "w1g3p6" "P6" "WG3" "PREDATOR" "Synedrella nodiflora" "syneno" "herb" NA NA 5.8 NA 5.8
"967" "w1g3p6" "P6" "WG3" "PREDATOR" "Mikania micrantha" "mikami" "vine" NA NA 1.45 NA 1.45
"968" "w1g3p6" "P6" "WG3" "PREDATOR" "Piper umbellatum" "pipeum" "tree" NA NA 0.655 NA 0.655
"969" "w1g3p6" "P6" "WG3" "PREDATOR" "Homalanthus novoguineensis" "homano" "tree" 1.13 3 0.02502 0.13257 0.15759
"970" "w1g3p6" "P6" "WG3" "PREDATOR" "Ipomea batata" "ipomba" "vine" NA NA 0.16896 NA 0.16896
"971" "w1g3p6" "P6" "WG3" "PREDATOR" "Paspalum conjugatum" "paspco" "grass" NA NA 0.06959 NA 0.06959
"972" "w1g3p6" "P6" "WG3" "PREDATOR" "Piptrus argenteus" "piptar" "tree" 122.76 3.6 15.601 55.835 71.436
"973" "w1g3p6" "P6" "WG3" "PREDATOR" "Melanolepis multiglandulosa" "melamu" "tree" 46.52 3.42 3.355 12.48 15.835
"974" "w1g3p6" "P6" "WG3" "PREDATOR" "Macaranga bifoveata" "macabi" "tree" 2.28 2.4 0.395 0.315 0.71
"975" "w1g3p6" "P6" "WG3" "PREDATOR" "Piper aduncum" "pipead" "tree" 0.95 2.2 0.36 0.37 0.73
"976" "w1g3p6" "P6" "WG3" "PREDATOR" "Ficus pachyrrhachis" "ficupa" "tree" 2.54 2 0.23 0.235 0.465
"977" "w1g3p6" "P6" "WG3" "PREDATOR" "Manihot esculenta" "manies" "tree" 5.31 5.2 0.765 3.405 4.17
"978" "w1g4p1" "P1" "WG4" "CONTROL" "Melochia sp. 1" "melos1" "tree" 373.47 4.83 31.395 97.575 128.97
"979" "w1g4p1" "P1" "WG4" "CONTROL" "Melanolepis multiglandulosa" "melamu" "tree" 47.74 4.79 3.1 12.25 15.35
"980" "w1g4p1" "P1" "WG4" "CONTROL" "Macaranga tanarius" "macata" "tree" 6.17 3.15 1.455 1.76 3.215
"981" "w1g4p1" "P1" "WG4" "CONTROL" "Trichospermum pleiostigma" "tricpl" "tree" 2.01 2.4 0.27 0.62 0.89
"982" "w1g4p1" "P1" "WG4" "CONTROL" "Manihot esculenta" "manies" "tree" 3.8 3.3 0.36 1.445 1.805
"983" "w1g4p1" "P1" "WG4" "CONTROL" "Piper umbellatum" "pipeum" "tree" NA NA 0.96 0.35 1.31
"984" "w1g4p1" "P1" "WG4" "CONTROL" "Dracontomelon lanceolatum" "dracla" "tree" NA NA 0.06472 0.0555 0.12022
"985" "w1g4p1" "P1" "WG4" "CONTROL" "Synedrella nodiflora" "syneno" "herb" NA NA 0.5 NA 0.5
"986" "w1g4p1" "P1" "WG4" "CONTROL" "Cucurbita sp. 1" "cucus1" "herb" NA NA 2.54 NA 2.54
"987" "w1g4p1" "P1" "WG4" "CONTROL" "Parsonia sp. 1" "parss1" "vine" NA NA 0.365 NA 0.365
"988" "w1g4p1" "P1" "WG4" "CONTROL" "Ficus congesta" "ficuco" "tree" NA NA 0.00441 NA 0.00441
"989" "w1g4p1" "P1" "WG4" "CONTROL" "Homalanthus novoguineensis" "homano" "tree" NA NA 0.00682 NA 0.00682
"990" "w1g4p1" "P1" "WG4" "CONTROL" "Passiflora foetida" "passfo" "vine" NA NA 0.01707 NA 0.01707
"991" "w1g4p1" "P1" "WG4" "CONTROL" "Stemona papuana" "stempa" "vine" NA NA 0.06835 NA 0.06835
"992" "w1g4p1" "P1" "WG4" "CONTROL" "Dracena angustifolia" "dracan" "sedge" NA NA 0.05869 NA 0.05869
"993" "w1g4p1" "P1" "WG4" "CONTROL" "Guioa comesperma" "guioco" "tree" NA NA 0.031 NA 0.031
"994" "w1g4p1" "P1" "WG4" "CONTROL" "Paspalum sp. 1" "pasps1" "grass" NA NA 0.0453 NA 0.0453
"995" "w1g4p1" "P1" "WG4" "CONTROL" "Abrus precatorius" "abrupr" "vine" NA NA 0.04035 NA 0.04035
"996" "w1g4p2" "P2" "WG4" "PREDATOR" "Melanolepis multiglandulosa" "melamu" "tree" 14.91 3.7 1.89 5.6 7.49
"997" "w1g4p2" "P2" "WG4" "PREDATOR" "Melochia sp. 1" "melos1" "tree" 22.56 3.27 3.62 6.76 10.38
"998" "w1g4p2" "P2" "WG4" "PREDATOR" "Trichospermum pleiostigma" "tricpl" "tree" 13.27 3.33 17.02 5.78 22.8
"999" "w1g4p2" "P2" "WG4" "PREDATOR" "Piptrus argenteus" "piptar" "tree" 7.45 2.75 4.285 4.505 8.79
"1000" "w1g4p2" "P2" "WG4" "PREDATOR" "Homalanthus novoguineensis" "homano" "tree" 2.27 2.3 0.49 0.495 0.985
"1001" "w1g4p2" "P2" "WG4" "PREDATOR" "Cordyline terminalis" "cordte" "herb" NA NA 0.47 0.43 0.9
"1002" "w1g4p2" "P2" "WG4" "PREDATOR" "Piper umbellatum" "pipeum" "tree" NA NA 0.76 0.695 1.455
"1003" "w1g4p2" "P2" "WG4" "PREDATOR" "Sphaerostephanos unitus" "sphaun" "fern" NA NA 4.05 NA 4.05
"1004" "w1g4p2" "P2" "WG4" "PREDATOR" "Ageratum conyzoides" "agerco" "herb" NA NA 2.415 NA 2.415
"1005" "w1g4p2" "P2" "WG4" "PREDATOR" "Stachytarpheta urticaefolia" "stacur" "herb" NA NA 6.735 3.405 10.14
"1006" "w1g4p2" "P2" "WG4" "PREDATOR" "Breynia cernua" "breyce" "shrub" NA NA 0.04236 0.165 0.20736
"1007" "w1g4p2" "P2" "WG4" "PREDATOR" "Euphorbia hirta" "euphhi" "herb" NA NA 0.0173 NA 0.0173
"1008" "w1g4p2" "P2" "WG4" "PREDATOR" "Marsdenia velutina" "marsve" "vine" NA NA 0.0178 NA 0.0178
"1009" "w1g4p2" "P2" "WG4" "PREDATOR" "Stemona papuana" "stempa" "vine" NA NA 0.00706 NA 0.00706
"1010" "w1g4p2" "P2" "WG4" "PREDATOR" "Ficus congesta" "ficuco" "tree" NA NA 0.01543 NA 0.01543
"1011" "w1g4p2" "P2" "WG4" "PREDATOR" "Hornstedtia lycostoma" "hornly" "herb" NA NA 0.00755 NA 0.00755
"1012" "w1g4p2" "P2" "WG4" "PREDATOR" "Paspalum conjugatum" "paspco" "grass" NA NA 0.01176 NA 0.01176
"1013" "w1g4p2" "P2" "WG4" "PREDATOR" "Cyperus rotundus" "cyphro" "sedge" NA NA 0.04289 NA 0.04289
"1014" "w1g4p2" "P2" "WG4" "PREDATOR" "Abrus precatorius" "abrupr" "vine" NA NA 0.03651 0.04626 0.08277
"1015" "w1g4p2" "P2" "WG4" "PREDATOR" "Davallia denticulata" "davade" "fern" NA NA 0.01051 NA 0.01051
"1016" "w1g4p3" "P3" "WG4" "WEEVIL125" "Melanolepis multiglandulosa" "melamu" "tree" 12.14 3.98 1.67 2.47 4.14
"1017" "w1g4p3" "P3" "WG4" "WEEVIL125" "Melochia sp. 1" "melos1" "tree" 95.01 5.53 30.965 21.68 52.645
"1018" "w1g4p3" "P3" "WG4" "WEEVIL125" "Trichospermum pleiostigma" "tricpl" "tree" 5.81 3.15 1.115 1.645 2.76
"1019" "w1g4p3" "P3" "WG4" "WEEVIL125" "Piper aduncum" "pipead" "tree" NA NA 0.02123 NA 0.02123
"1020" "w1g4p3" "P3" "WG4" "WEEVIL125" "Cordyline terminalis" "cordte" "herb" NA NA 0.75 0.455 1.205
"1021" "w1g4p3" "P3" "WG4" "WEEVIL125" "Ageratum conyzoides" "agerco" "herb" NA NA 0.995 NA 0.995
"1022" "w1g4p3" "P3" "WG4" "WEEVIL125" "Piper umbellatum" "pipeum" "tree" NA NA 0.10896 NA 0.10896
"1023" "w1g4p3" "P3" "WG4" "WEEVIL125" "Synedrella nodiflora" "syneno" "herb" NA NA 1.15 NA 1.15
"1024" "w1g4p3" "P3" "WG4" "WEEVIL125" "Stachytarpheta urticaefolia" "stacur" "herb" NA NA 3.62 2.36 5.98
"1025" "w1g4p3" "P3" "WG4" "WEEVIL125" "Davallia denticulata" "davade" "fern" NA NA 0.02835 NA 0.02835
"1026" "w1g4p3" "P3" "WG4" "WEEVIL125" "Breynia cernua" "breyce" "shrub" NA NA 0.02522 0.05051 0.07573
"1027" "w1g4p3" "P3" "WG4" "WEEVIL125" "Dracena angustifolia" "dracan" "sedge" NA NA 0.0553 NA 0.0553
"1028" "w1g4p3" "P3" "WG4" "WEEVIL125" "Marsdenia velutina" "marsve" "vine" NA NA 0.11642 NA 0.11642
"1029" "w1g4p3" "P3" "WG4" "WEEVIL125" "Endospermum labios" "endola" "tree" NA NA 0.01083 NA 0.01083
"1030" "w1g4p3" "P3" "WG4" "WEEVIL125" "Stemona papuana" "stempa" "vine" NA NA 0.0031 NA 0.0031
"1031" "w1g4p3" "P3" "WG4" "WEEVIL125" "Homalanthus novoguineensis" "homano" "tree" NA NA 0.00883 NA 0.00883
"1032" "w1g4p3" "P3" "WG4" "WEEVIL125" "Paspalum sp. 1" "pasps1" "grass" NA NA 0.02123 NA 0.02123
"1033" "w1g4p4" "P4" "WG4" "WEEVIL25" "Melochia sp. 1" "melos1" "tree" 347.28 4.31 32.94 119.955 152.895
"1034" "w1g4p4" "P4" "WG4" "WEEVIL25" "Melanolepis multiglandulosa" "melamu" "tree" 2.27 4.7 0.03347 0.44 0.47347
"1035" "w1g4p4" "P4" "WG4" "WEEVIL25" "Trichospermum pleiostigma" "tricpl" "tree" 1.77 2.5 0.21 0.54 0.75
"1036" "w1g4p4" "P4" "WG4" "WEEVIL25" "Cordyline terminalis" "cordte" "herb" NA NA 0.43 NA 0.43
"1037" "w1g4p4" "P4" "WG4" "WEEVIL25" "Synedrella nodiflora" "syneno" "herb" NA NA 0.385 NA 0.385
"1038" "w1g4p4" "P4" "WG4" "WEEVIL25" "Ficus wassa" "ficuwa" "tree" NA NA 0.05943 0.07903 0.13846
"1039" "w1g4p4" "P4" "WG4" "WEEVIL25" "Cyperus rotundus" "cyphro" "sedge" NA NA 0.46 NA 0.46
"1040" "w1g4p4" "P4" "WG4" "WEEVIL25" "Imperata cyllindrica" "impecy" "grass" NA NA 0.05324 NA 0.05324
"1041" "w1g4p4" "P4" "WG4" "WEEVIL25" "Macaranga tanarius" "macata" "tree" NA NA 0.04502 0.03981 0.08483
"1042" "w1g4p4" "P4" "WG4" "WEEVIL25" "Piptrus argenteus" "piptar" "tree" NA NA 0.06148 0.07078 0.13226
"1043" "w1g4p4" "P4" "WG4" "WEEVIL25" "Ageratum conyzoides" "agerco" "herb" NA NA 0.07738 NA 0.07738
"1044" "w1g4p4" "P4" "WG4" "WEEVIL25" "Dracena angustifolia" "dracan" "sedge" NA NA 0.085 0.01792 0.10292
"1045" "w1g4p4" "P4" "WG4" "WEEVIL25" "Piper umbellatum" "pipeum" "tree" NA NA 0.03528 NA 0.03528
"1046" "w1g4p5" "P5" "WG4" "INSECTICIDE" "Melochia sp. 1" "melos1" "tree" 228.94 3.77 20.16 55.565 75.725
"1047" "w1g4p5" "P5" "WG4" "INSECTICIDE" "Melanolepis multiglandulosa" "melamu" "tree" 1.33 2.8 0.04865 0.235 0.28365
"1048" "w1g4p5" "P5" "WG4" "INSECTICIDE" "Premna sp. 1" "prems1" "tree" 3.14 2.4 0.27 1.3 1.57
"1049" "w1g4p5" "P5" "WG4" "INSECTICIDE" "Cucurbita sp. 1" "cucus1" "herb" NA NA 4.875 NA 4.875
"1050" "w1g4p5" "P5" "WG4" "INSECTICIDE" "Stachytarpheta urticaefolia" "stacur" "herb" NA NA 2.095 1.365 3.46
"1051" "w1g4p5" "P5" "WG4" "INSECTICIDE" "Paspalum sp. 1" "pasps1" "grass" NA NA 1.995 NA 1.995
"1052" "w1g4p5" "P5" "WG4" "INSECTICIDE" "Ageratum conyzoides" "agerco" "herb" NA NA 0.14778 NA 0.14778
"1053" "w1g4p5" "P5" "WG4" "INSECTICIDE" "Manihot esculenta" "manies" "tree" 3.14 3.8 0.39 1.285 1.675
"1054" "w1g4p5" "P5" "WG4" "INSECTICIDE" "Abrus precatorius" "abrupr" "vine" NA NA 0.0585 0.545 0.6035
"1055" "w1g4p5" "P5" "WG4" "INSECTICIDE" "Passiflora foetida" "passfo" "vine" NA NA 0.615 NA 0.615
"1056" "w1g4p5" "P5" "WG4" "INSECTICIDE" "Paspalum conjugatum" "paspco" "grass" NA NA 0.29 NA 0.29
"1057" "w1g4p5" "P5" "WG4" "INSECTICIDE" "Dracena angustifolia" "dracan" "sedge" NA NA 0.10117 0.03292 0.13409
"1058" "w1g4p5" "P5" "WG4" "INSECTICIDE" "Cordyline terminalis" "cordte" "herb" NA NA 0.08025 0.08325 0.1635
"1059" "w1g4p6" "P6" "WG4" "FUNGICIDE" "Trichospermum pleiostigma" "tricpl" "tree" 35.96 3.68 4.135 8.885 13.02
"1060" "w1g4p6" "P6" "WG4" "FUNGICIDE" "Melanolepis multiglandulosa" "melamu" "tree" 60.71 4.59 5.84 15.79 21.63
"1061" "w1g4p6" "P6" "WG4" "FUNGICIDE" "Premna obtusifolia" "premob" "tree" 19.06 3.23 2.75 6 8.75
"1062" "w1g4p6" "P6" "WG4" "FUNGICIDE" "Melochia sp. 1" "melos1" "tree" 42.46 3.5 10.51 20.87 31.38
"1063" "w1g4p6" "P6" "WG4" "FUNGICIDE" "Cordyline terminalis" "cordte" "herb" 4.91 3.85 4.145 4.005 8.15
"1064" "w1g4p6" "P6" "WG4" "FUNGICIDE" "Macaranga tanarius" "macata" "tree" NA NA 0.305 0.275 0.58
"1065" "w1g4p6" "P6" "WG4" "FUNGICIDE" "Ficus wassa" "ficuwa" "tree" NA NA 0.235 0.31 0.545
"1066" "w1g4p6" "P6" "WG4" "FUNGICIDE" "Cucurbita sp. 1" "cucus1" "herb" NA NA 3.96 NA 3.96
"1067" "w1g4p6" "P6" "WG4" "FUNGICIDE" "Carica papaya" "caripa" "tree" 2.84 2.3 0.24 0.855 1.095
"1068" "w1g4p6" "P6" "WG4" "FUNGICIDE" "Marsdenia velutina" "marsve" "vine" NA NA 1.165 NA 1.165
"1069" "w1g4p6" "P6" "WG4" "FUNGICIDE" "Passiflora foetida" "passfo" "vine" NA NA 1.825 NA 1.825
"1070" "w1g4p6" "P6" "WG4" "FUNGICIDE" "Dracena angustifolia" "dracan" "sedge" NA NA 0.13385 NA 0.13385
"1071" "w1g4p6" "P6" "WG4" "FUNGICIDE" "Piper umbellatum" "pipeum" "tree" NA NA 0.0476 NA 0.0476
"1072" "w1g4p6" "P6" "WG4" "FUNGICIDE" "Piper aduncum" "pipead" "tree" NA NA 0.0043 NA 0.0043
"1073" "w1g4p6" "P6" "WG4" "FUNGICIDE" "Cyperus rotundus" "cyphro" "sedge" NA NA 0.02157 NA 0.02157
"1074" "w1g4p6" "P6" "WG4" "FUNGICIDE" "Paspalum sp. 1" "pasps1" "grass" NA NA 0.04223 NA 0.04223
"1075" "w1g4p6" "P6" "WG4" "FUNGICIDE" "Lepistemon urceolatus" "lepiur" "vine" NA NA 0.02015 NA 0.02015
"1076" "w1g5p2" "P2" "WG5" "FUNGICIDE" "Macaranga aleurotoides" "macaal" "tree" NA NA 0.021 0.0775 0.0985
"1077" "w1g5p1" "P1" "WG5" "CONTROL" "Melanolepis multiglandulosa" "melamu" "tree" 241.3 3.92 17.235 31.42 48.655
"1078" "w1g5p1" "P1" "WG5" "CONTROL" "Trema orientalis" "tremor" "tree" 68.18 7 7.76 27.525 35.285
"1079" "w1g5p1" "P1" "WG5" "CONTROL" "Macaranga tanarius" "macata" "tree" 1.13 2.2 0.28 0.395 0.675
"1080" "w1g5p1" "P1" "WG5" "CONTROL" "Mikania micrantha" "mikami" "vine" NA NA 9.155 NA 9.155
"1081" "w1g5p1" "P1" "WG5" "CONTROL" "Paspalum conjugatum" "paspco" "grass" NA NA 2.825 NA 2.825
"1082" "w1g5p1" "P1" "WG5" "CONTROL" "Premna sp. 1" "prems1" "tree" 4.81 5.2 0.365 NA 0.365
"1083" "w1g5p1" "P1" "WG5" "CONTROL" "Ageratum conyzoides" "agerco" "herb" NA NA 0.87 NA 0.87
"1084" "w1g5p1" "P1" "WG5" "CONTROL" "Synedrella nodiflora" "syneno" "herb" NA NA 0.161 NA 0.161
"1085" "w1g5p1" "P1" "WG5" "CONTROL" "Breynia cernua" "breyce" "shrub" NA NA 0.03802 0.4 0.43802
"1086" "w1g5p1" "P1" "WG5" "CONTROL" "Faradaya splendida" "farasp" "vine" NA NA 0.28 NA 0.28
"1087" "w1g5p1" "P1" "WG5" "CONTROL" "Piper umbellatum" "pipeum" "tree" NA NA 0.10448 NA 0.10448
"1088" "w1g5p1" "P1" "WG5" "CONTROL" "Trichospermum pleiostigma" "tricpl" "tree" 19.63 NA 1.975 4.605 6.58
"1089" "w1g5p1" "P1" "WG5" "CONTROL" "Ipomea batata" "ipomba" "vine" NA NA 0.5 NA 0.5
"1090" "w1g5p1" "P1" "WG5" "CONTROL" "Euphorbia hirta" "euphhi" "herb" NA NA 0.01814 NA 0.01814
"1091" "w1g5p2" "P2" "WG5" "FUNGICIDE" "Melanolepis multiglandulosa" "melamu" "tree" 34.92 3.79 7.2 12.4 19.6
"1092" "w1g5p2" "P2" "WG5" "FUNGICIDE" "Mikania micrantha" "mikami" "vine" NA NA 12.695 NA 12.695
"1093" "w1g5p2" "P2" "WG5" "FUNGICIDE" "Piptrus argenteus" "piptar" "tree" 9.62 4.47 2.025 3.575 5.6
"1094" "w1g5p2" "P2" "WG5" "FUNGICIDE" "Merremia peltata" "merrpe" "vine" NA NA 5.64 NA 5.64
"1095" "w1g5p2" "P2" "WG5" "FUNGICIDE" "Paspalum conjugatum" "paspco" "grass" NA NA 6.88 NA 6.88
"1096" "w1g5p2" "P2" "WG5" "FUNGICIDE" "Ipomea batata" "ipomba" "vine" NA NA 3.75 NA 3.75
"1097" "w1g5p2" "P2" "WG5" "FUNGICIDE" "Solanum sp. 1" "solas1" "herb" NA NA 0.43 0.93 1.36
"1098" "w1g5p2" "P2" "WG5" "FUNGICIDE" "Trema orientalis" "tremor" "tree" NA NA 3.225 6.13 9.355
"1099" "w1g5p2" "P2" "WG5" "FUNGICIDE" "Synedrella nodiflora" "syneno" "herb" NA NA 3.605 NA 3.605
"1100" "w1g5p2" "P2" "WG5" "FUNGICIDE" "Breynia cernua" "breyce" "shrub" NA NA NA 0.92 0.92
"1101" "w1g5p2" "P2" "WG5" "FUNGICIDE" "Axonopus compressus" "axonco" "grass" NA NA 0.01125 NA 0.01125
"1102" "w1g5p2" "P2" "WG5" "FUNGICIDE" "Piper umbellatum" "pipeum" "tree" NA NA 0.07517 NA 0.07517
"1103" "w1g5p3" "P3" "WG5" "PREDATOR" "Piptrus argenteus" "piptar" "tree" 2.54 NA 1.11 1.705 2.815
"1104" "w1g5p3" "P3" "WG5" "PREDATOR" "Premna sp. 1" "prems1" "tree" 6.75 NA 1.825 2.15 3.975
"1105" "w1g5p3" "P3" "WG5" "PREDATOR" "Ageratum conyzoides" "agerco" "herb" NA NA 4.99 NA 4.99
"1106" "w1g5p3" "P3" "WG5" "PREDATOR" "Synedrella nodiflora" "syneno" "herb" NA NA 9.09 NA 9.09
"1107" "w1g5p3" "P3" "WG5" "PREDATOR" "Ipomea batata" "ipomba" "vine" NA NA 7.13 NA 7.13
"1108" "w1g5p3" "P3" "WG5" "PREDATOR" "Piper umbellatum" "pipeum" "tree" NA NA 0.57 NA 0.57
"1109" "w1g5p3" "P3" "WG5" "PREDATOR" "Mikania micrantha" "mikami" "vine" NA NA 0.46 NA 0.46
"1110" "w1g5p3" "P3" "WG5" "PREDATOR" "Paspalum conjugatum" "paspco" "grass" NA NA 0.02491 NA 0.02491
"1111" "w1g5p4" "P4" "WG5" "WEEVIL25" "Melanolepis multiglandulosa" "melamu" "tree" 111.63 4.32 11.83 33.01 44.84
"1112" "w1g5p4" "P4" "WG5" "WEEVIL25" "Piptrus argenteus" "piptar" "tree" 12.22 4.15 4.06 4.985 9.045
"1113" "w1g5p4" "P4" "WG5" "WEEVIL25" "Cordyline terminalis" "cordte" "herb" NA NA 0.64 0.735 1.375
"1114" "w1g5p4" "P4" "WG5" "WEEVIL25" "Mikania micrantha" "mikami" "vine" NA NA 0.455 0.74 1.195
"1115" "w1g5p4" "P4" "WG5" "WEEVIL25" "Synedrella nodiflora" "syneno" "herb" NA NA 6.555 NA 6.555
"1116" "w1g5p4" "P4" "WG5" "WEEVIL25" "Paspalum conjugatum" "paspco" "grass" NA NA 1.3 NA 1.3
"1117" "w1g5p4" "P4" "WG5" "WEEVIL25" "Ageratum conyzoides" "agerco" "herb" NA NA 0.19971 NA 0.19971
"1118" "w1g5p4" "P4" "WG5" "WEEVIL25" "Piper aduncum" "pipead" "tree" NA NA 0.00739 NA 0.00739
"1119" "w1g5p4" "P4" "WG5" "WEEVIL25" "Ficus copiosa" "ficucp" "tree" NA NA 0.0056 NA 0.0056
"1120" "w1g5p4" "P4" "WG5" "WEEVIL25" "Axonopus compressus" "axonco" "grass" NA NA 0.12283 NA 0.12283
"1121" "w1g5p4" "P4" "WG5" "WEEVIL25" "Etlingera labiosa" "etlila" "herb" NA NA 0.39 NA 0.39
"1122" "w1g5p5" "P5" "WG5" "INSECTICIDE" "Macaranga tanarius" "macata" "tree" 3.46 3.8 0.35 0.605 0.955
"1123" "w1g5p5" "P5" "WG5" "INSECTICIDE" "Piptrus argenteus" "piptar" "tree" 406.4 4.7 99.44 151.3606 250.8006
"1124" "w1g5p5" "P5" "WG5" "INSECTICIDE" "Macaranga quadriglandulosa" "macaqu" "tree" 22.82 4.3 2.75 6.35 9.1
"1125" "w1g5p5" "P5" "WG5" "INSECTICIDE" "Ficus congesta" "ficuco" "tree" 12.97 3 1.61 3.81 5.42
"1126" "w1g5p5" "P5" "WG5" "INSECTICIDE" "Ficus copiosa" "ficucp" "tree" 3.81 2.8 0.67 1.205 1.875
"1127" "w1g5p5" "P5" "WG5" "INSECTICIDE" "Cordyline terminalis" "cordte" "herb" NA NA 0.385 0.25 0.635
"1128" "w1g5p5" "P5" "WG5" "INSECTICIDE" "Tournefortia sarmentosa" "toursa" "shrub" NA NA 1.44 NA 1.44
"1129" "w1g5p5" "P5" "WG5" "INSECTICIDE" "Paspalum conjugatum" "paspco" "grass" NA NA 1.84 NA 1.84
